request_id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
req_004554,60000,1,1,2,27,-2,0,0,0,-1,0,0,6814,7313,8127,9842,6553,0,4540,5932,6220,6313,3875
req_004555,70000,1,1,1,26,-1,0,-1,0,0,0,46332,53804,50351,66205,49306,31714,3627,30295,18066,42187,26018,23257
req_004556,80000,1,2,2,25,0,0,0,-1,0,0,18298,21224,20225,15082,16817,14483,12066,17153,12934,7789,11623,12889
req_004557,30000,1,1,1,27,0,-2,0,0,0,0,4398,0,5269,4718,5336,4895,3830,0,3315,4055,2273,2759
req_004558,160000,1,2,3,25,0,0,0,0,0,0,15070,18174,15097,12536,13227,15528,12920,16274,6358,3640,10193,12936
req_004559,110000,1,1,1,29,0,-1,-1,0,0,-2,73007,81192,72859,82433,61334,0,44495,28539,65900,66500,41265,0
req_004560,40000,2,2,1,24,0,-2,0,0,-2,2,5477,0,6493,7494,0,7661,4213,0,4174,5461,0,248
req_004561,130000,1,2,2,26,-1,0,-1,0,0,1,15055,12985,15110,13827,14148,15690,10934,5026,9254,6047,3417,1527
req_004562,40000,1,2,1,25,0,-1,-1,0,1,1,16276,16468,14095,16566,15439,12957,15036,9144,11986,11897,30,879
req_004563,30000,2,2,2,26,-1,-1,-1,0,0,-2,11398,12883,15895,11231,11653,0,9088,4423,13696,9105,9519,0
req_004564,100000,2,2,1,24,0,-1,0,0,-2,-1,62348,50929,60118,57131,0,45565,13882,18578,31668,28390,0,23824
req_004565,90000,1,1,2,28,0,0,0,0,1,2,19390,12023,15934,18881,14837,14400,14103,5572,12203,13300,767,1786
req_004566,100000,2,3,2,25,0,1,1,2,2,2,27145,20260,30157,26749,26166,22911,23537,3484,6613,683,1958,2685
req_004567,380000,2,2,2,24,0,1,0,-1,-1,-1,63794,75499,71573,79996,71378,91644,60876,14214,65476,15585,38878,19730
req_004568,140000,2,2,2,28,-2,1,0,-1,-2,-1,0,10019,10005,10029,0,7532,0,1351,7084,4671,0,1473
req_004569,130000,2,1,1,26,0,0,1,0,0,2,11985,11533,9493,18327,11085,10572,2902,6959,1602,6847,9299,30
req_004570,170000,2,2,2,29,0,0,0,0,0,-2,64652,63945,81979,54309,73933,0,43341,47340,41970,36566,67666,0
req_004571,40000,2,3,2,22,-1,-1,-1,-1,1,-2,2661,2542,2151,2582,2596,0,2364,2239,1876,2302,54,0
req_004572,60000,2,2,2,27,0,0,0,0,0,-1,15182,22493,15246,18805,19630,17141,10733,14277,6635,6662,15090,12472
req_004573,280000,2,2,2,28,0,0,1,1,0,0,19004,18025,18544,13931,19324,16045,18904,12134,3075,651,16878,14733
req_004574,50000,2,2,2,28,1,0,0,-2,0,1,22899,25098,27432,0,18517,26563,1986,24197,25082,0,7571,2027
req_004575,220000,2,2,2,29,0,0,0,1,0,-2,43006,46342,42524,44889,58668,0,37959,31003,20150,11425,27996,0
req_004576,120000,2,3,2,28,0,-1,0,0,-1,-1,61372,75939,63668,60611,72186,72824,28135,55804,38274,23190,63428,8273
req_004577,100000,2,2,1,27,1,0,-1,-1,-1,-1,29190,25607,27595,25664,30020,33258,1487,8762,25089,12650,15943,32391
req_004578,130000,2,2,2,23,0,-1,0,-1,-1,-1,44111,34362,31502,28603,29387,25134,43111,12110,27881,14134,18247,12448
req_004579,110000,1,1,2,24,0,0,0,0,0,1,29912,32967,34621,35469,33933,38163,4754,17994,31130,17904,21036,4704
req_004580,40000,2,3,1,29,-2,0,0,0,0,0,0,23979,16519,18200,13773,17344,0,23783,15718,11498,4390,13458
req_004581,110000,2,2,2,26,-1,-1,0,0,0,0,21934,25498,23359,23370,26324,23559,12004,9222,11617,18797,16899,19963
req_004582,170000,2,2,2,26,-2,0,-1,0,-2,-1,0,86868,90827,84713,0,90184,0,68811,72838,22993,0,61038
req_004583,30000,1,1,1,27,1,1,0,0,0,0,10683,11565,12333,13583,13072,12414,1154,3614,10137,12883,11584,11623
req_004584,90000,2,2,2,26,0,1,1,0,0,0,24953,22466,21884,22123,16288,19896,11357,2425,615,15192,5654,9653
req_004585,140000,2,3,1,22,-2,0,0,0,0,1,0,42080,38269,43157,25198,31642,0,27891,34723,29912,19924,2980
req_004586,150000,2,2,2,27,0,0,0,0,-2,-2,4004,4874,4689,4164,0,0,2442,2159,3922,2466,0,0
req_004587,60000,1,3,2,22,0,1,2,2,2,1,29919,21227,21950,23049,22522,28982,12240,4170,814,1363,3179,4935
req_004588,80000,2,1,2,28,0,0,-1,-2,0,1,11537,7947,7305,0,8385,9584,5602,5321,4098,0,4259,826
req_004589,120000,2,2,1,25,-2,1,0,1,2,2,0,29391,26799,34366,40781,27130,0,838,16370,6141,12888,131
req_004590,30000,2,2,2,29,0,-1,0,0,0,0,13611,13268,13469,15830,13685,9946,9878,6405,4030,8466,8134,4429
req_004591,60000,2,2,1,25,-1,0,0,0,-1,0,45875,42363,26547,39698,35601,33631,25972,31371,14701,15996,16371,30379
req_004592,110000,2,1,2,23,0,1,1,1,1,1,2709,3067,3955,2312,2601,2575,2390,330,841,323,182,84
req_004593,60000,2,1,2,27,0,-2,2,1,2,1,6632,0,5819,7824,7111,8245,5306,0,328,1138,1868,1056
req_004594,120000,2,1,2,29,-1,-1,0,-1,-1,-1,40119,50412,45746,47526,43922,33019,36627,27235,37551,38348,35398,16911
req_004595,150000,2,3,1,24,-2,0,0,-1,-1,-1,0,21551,22418,16087,17827,22747,0,7281,21304,6364,7518,6962
req_004596,20000,2,1,1,27,1,1,0,-2,2,1,9758,7447,7560,0,6389,7060,272,108,5094,0,125,403
req_004597,90000,2,3,2,28,0,1,-2,0,-1,-1,16919,15822,0,11870,11372,15110,14165,336,0,9379,4841,12290
req_004598,260000,2,3,2,22,-1,-1,-2,-2,-1,-1,94545,79381,0,0,78709,90841,71242,77882,0,0,53490,84264
req_004599,40000,1,2,1,26,-1,0,0,0,-2,1,9116,5957,9205,8149,0,8440,2175,3460,6890,5346,0,248
req_004600,210000,2,2,2,29,0,-2,0,-1,-1,-2,18364,0,30579,19393,21408,0,9935,0,12205,11411,12604,0
req_004601,150000,2,1,1,23,-1,-1,-1,-1,-2,-1,39675,42122,42171,41969,0,36303,5683,33220,17322,29886,0,30620
req_004602,40000,2,2,1,29,1,0,0,0,0,0,17072,21162,18069,18766,12775,17200,4594,9367,17529,9579,4137,12998
req_004603,100000,2,1,1,24,0,0,1,3,2,2,36938,36342,31747,28853,34342,35271,10737,20227,789,2655,1778,145
req_004604,60000,2,1,2,28,2,0,1,1,-2,-1,28564,18240,21969,25961,0,26015,6566,7889,1196,841,0,22504
req_004605,70000,2,1,1,24,0,0,1,1,0,1,12723,14233,10638,10132,10819,9578,6643,3690,335,352,6281,900
req_004606,100000,1,1,2,24,-1,-1,-1,0,0,0,31412,25715,30976,21200,21138,25404,23925,16330,9861,16508,8521,24850
req_004607,90000,2,2,2,29,0,1,1,0,0,0,54965,50738,55006,58285,43885,49270,12747,1608,4277,26820,23512,9281
req_004608,710000,2,2,2,24,0,-2,0,0,0,0,269540,0,175310,164969,226778,187836,258761,0,77839,107297,119523,80147
req_004609,60000,2,1,1,24,1,0,0,0,1,1,16745,17399,15951,13531,16136,8589,457,4515,12563,8442,1482,727
req_004610,110000,2,1,1,28,-2,0,0,0,-1,-1,0,34014,34813,39413,43178,38120,0,20657,4433,18042,8508,18857
req_004611,90000,1,3,1,25,0,0,-1,0,0,0,33630,40216,35092,39762,37015,31801,19255,5399,22728,9909,23009,22687
req_004612,280000,2,1,2,28,-1,-2,-2,-1,-1,0,119303,0,0,117851,119703,99092,80964,0,0,106213,70677,83828
req_004613,70000,1,2,2,24,0,-2,0,0,1,0,3612,0,2949,2692,2750,2785,1390,0,2037,918,36,1145
req_004614,160000,2,2,1,25,-2,1,1,0,0,0,0,94950,119751,123319,104550,92349,0,3175,25024,74350,76184,3036
req_004615,90000,1,2,2,29,1,0,0,-1,0,0,37241,44283,42480,28084,31082,28392,11975,28497,37656,19886,29446,22261
req_004616,70000,2,2,2,26,1,2,2,2,1,0,21935,21802,23251,21218,21095,21145,2857,341,224,4315,3189,6729
req_004617,110000,2,2,1,25,-1,-1,-1,-1,-1,0,59507,43462,51575,60719,42686,45922,33854,23271,42969,26361,26090,38566
req_004618,140000,2,2,1,23,-1,-1,-1,-1,0,0,28412,24682,22309,20584,28542,19484,23528,17543,9386,9665,12772,14649
req_004619,120000,2,3,2,26,-2,0,0,-2,0,0,0,41260,48935,0,55697,47459,0,28140,42373,0,15153,38142
req_004620,150000,2,2,2,27,-2,0,-1,-1,-1,-1,0,29777,36231,25759,28157,25255,0,8902,19502,12892,19544,13378
req_004621,120000,2,1,1,28,0,0,-1,1,1,-2,24612,23488,20419,19511,15649,0,21215,18967,9916,1730,302,0
req_004622,100000,2,3,1,28,1,-2,0,1,2,1,21505,0,25936,24769,15787,18477,2504,0,14981,224,417,3929
req_004623,110000,1,1,2,29,0,0,-1,-1,0,0,12094,15299,17173,13141,14259,13320,8581,3562,10192,8523,13203,7416
req_004624,80000,2,2,2,24,0,0,-2,0,0,1,70167,43494,0,56532,52577,36056,12496,26865,0,43584,30581,5103
req_004625,50000,2,2,1,28,-1,0,0,0,0,0,27549,34129,34397,30837,32329,29846,24560,23076,17769,28218,23950,9470
req_004626,60000,2,1,2,26,0,-1,-1,-1,0,2,6169,7870,5585,5556,6253,5586,5517,5737,694,3431,3730,613
req_004627,110000,2,2,2,22,0,0,-1,-1,-1,-1,47571,59082,53987,39087,67788,54282,31584,50328,26027,23868,63979,22482
req_004628,80000,1,3,1,29,0,0,-1,-1,-1,-1,26401,27417,33563,33739,33517,36914,15433,12830,17885,28316,10676,19967
req_004629,40000,2,2,1,29,0,2,1,1,1,0,10558,10904,9846,11613,11556,8707,7381,1729,2768,1298,95,3502
req_004630,140000,2,2,2,28,0,0,0,0,-1,-1,31654,23472,27816,25203,25830,27033,5606,8070,10693,4838,10832,19147
req_004631,30000,1,1,1,27,0,0,0,-2,0,0,21032,30226,27351,0,22532,23700,5850,28964,4261,0,19356,4870
req_004632,80000,2,3,2,26,0,1,1,-2,0,1,39992,28211,39822,0,45000,36020,25301,1617,9635,0,31311,4277
req_004633,130000,2,2,2,21,0,1,0,0,-1,-1,90490,68333,89133,90167,82076,82795,84859,18077,58292,21590,55598,43883
req_004634,160000,2,1,2,25,0,0,0,0,0,0,93772,90543,101899,82853,82179,86937,27669,52088,74056,60273,51040,9398
req_004635,190000,1,1,2,23,-2,0,1,0,0,0,0,80092,81331,62934,104612,93890,0,24183,1018,45037,85161,75674
req_004636,130000,2,2,2,26,0,0,0,-1,-1,0,78983,99043,72492,71384,58307,67822,46688,69437,18109,60220,12114,66718
req_004637,50000,2,1,1,26,-1,0,1,-2,1,1,22642,20029,15497,0,18557,17962,12152,6879,2853,0,2975,87
req_004638,30000,1,3,1,27,1,2,2,2,6,4,6261,6483,8807,7108,6411,7238,390,1413,481,842,808,529
req_004639,420000,2,2,1,23,0,0,0,-2,0,-1,100990,84800,83376,0,59877,85010,74330,29561,49676,0,47453,31661
req_004640,170000,1,1,1,23,1,0,2,1,1,-2,141950,120743,131329,114954,96486,0,12743,96217,12785,1782,3194,0
req_004641,210000,2,1,2,24,0,0,0,0,0,1,136784,138311,113046,113007,113195,114411,84808,35449,17597,74639,88406,7700
req_004642,110000,2,2,2,26,2,1,1,0,0,0,45726,61049,35309,40743,49708,54893,4017,7563,2824,32571,40510,28587
req_004643,250000,1,2,1,26,-2,-1,0,0,1,0,0,58179,55738,64414,61336,52843,0,36041,50799,8667,3000,46557
req_004644,60000,2,2,1,26,1,0,-2,0,0,0,16735,14836,0,12648,13523,12967,2800,13435,0,5607,3875,7980
req_004645,150000,1,1,2,29,2,3,2,3,2,2,21025,21335,23271,14406,18058,18566,445,428,4994,1536,131,2553
req_004646,70000,2,4,2,24,0,0,0,0,-1,0,40247,34064,28751,34552,21237,30937,20311,30383,5942,5621,19291,29960
req_004647,340000,2,3,1,29,1,0,0,0,0,0,239519,214205,158791,183390,174865,252636,64740,145966,111212,134769,125471,74423
req_004648,80000,2,3,2,24,0,-2,0,1,2,-2,27135,0,23256,23257,18375,0,15498,0,14082,1514,886,0
req_004649,180000,2,1,2,29,0,-1,0,0,-1,-2,21446,27413,23457,20306,21440,0,5561,3521,16107,3861,20553,0
req_004650,70000,1,3,2,26,0,0,0,-1,0,-1,30953,28320,26198,35544,25204,31900,15799,15128,14367,27384,4652,17031
req_004651,20000,1,3,1,27,-2,-1,-1,-1,0,0,0,1448,1075,1221,1299,1165,0,517,169,957,357,580
req_004652,100000,2,2,1,24,-1,-1,-1,-1,-1,-1,23954,25675,22390,23494,20870,20968,18138,22068,6766,14066,16753,7639
req_004653,30000,2,1,1,29,1,1,0,0,0,0,14359,12026,13463,12044,12305,10100,1525,883,11352,9092,2858,6271
req_004654,100000,2,2,3,29,2,3,1,1,2,0,50304,45336,50452,40045,42656,43826,836,1911,4984,3481,179,27197
req_004655,80000,2,2,1,26,0,0,0,1,1,1,16872,15010,17529,12628,15280,19027,3187,11451,13850,1776,2003,1297
req_004656,80000,2,2,2,28,-1,0,1,1,2,2,23352,15819,15177,18243,15986,17354,21990,8397,343,228,754,591
req_004657,130000,2,3,2,23,0,0,0,0,-1,-1,43960,33961,36095,48689,42178,45176,41647,8599,27692,33204,21855,22473
req_004658,200000,2,2,1,24,0,0,0,0,1,1,75467,84780,83608,88209,72656,64242,68861,39315,35493,52744,22611,1006
req_004659,140000,2,2,2,29,-1,-1,-1,-1,0,0,47012,45008,38743,42333,32892,45713,8577,27896,14027,35089,28666,15063
req_004660,90000,2,2,2,24,1,1,1,0,0,0,37731,30844,38962,38677,37539,40644,141,2659,97,27894,29519,35836
req_004661,70000,2,1,2,25,0,-1,0,0,0,0,24734,12219,20011,19219,15897,19189,15781,4669,10866,14359,8638,12711
req_004662,40000,1,2,1,26,0,0,-1,0,-1,0,14716,14087,13569,15001,11604,12753,12790,11188,11216,11318,10500,11910
req_004663,40000,1,2,1,28,0,1,1,0,0,0,2749,3936,3210,3083,3154,2743,1105,442,22,2575,2983,2561
req_004664,310000,2,1,2,28,0,0,-1,-1,-1,-1,23343,23882,26944,24107,18580,15388,21523,12664,18575,18761,10152,14530
req_004665,100000,2,1,2,27,0,-2,0,0,0,0,54935,0,41202,44163,42857,30416,30362,0,31572,42950,34469,20286
req_004666,150000,2,2,2,25,0,0,0,0,-2,2,30283,28235,34394,21047,0,25206,24722,8162,11142,18209,0,1215
req_004667,60000,2,3,1,26,-1,0,0,0,0,0,24077,32913,27774,29098,27687,28910,21895,7621,15089,24199,26733,16676
req_004668,80000,1,4,1,26,1,1,0,0,0,0,28785,30362,35785,37474,31066,24513,1502,5772,11272,5715,12367,16297
req_004669,80000,1,3,1,28,1,0,2,2,0,1,20869,17618,17601,16936,21692,17301,3030,15603,27,498,8129,1609
req_004670,110000,1,2,1,26,1,0,-1,0,0,0,14413,18530,14746,17160,12657,13625,784,12024,8669,15721,5496,11356
req_004671,90000,2,1,1,26,-1,-1,-1,0,-1,-2,2056,1479,1690,1831,1583,0,371,707,1306,320,990,0
req_004672,230000,2,1,1,25,0,0,0,1,0,0,178400,113986,149625,139831,147257,129810,111825,100688,69865,3001,93866,85077
req_004673,70000,1,2,2,25,-2,2,1,0,0,1,0,23694,29998,24477,26467,33069,0,489,4572,22672,3760,6343
req_004674,70000,1,2,1,24,-2,0,0,0,1,0,0,57960,39557,48440,36167,44114,0,30356,22384,31098,168,33301
req_004675,110000,1,2,2,27,0,0,0,-1,-1,-1,74026,47791,64513,55744,51319,66780,65695,37198,35918,36054,14260,56862
req_004676,80000,2,1,1,27,0,0,0,0,-1,0,31426,40077,35719,31210,26671,28208,30244,32715,29493,21621,13008,21307
req_004677,30000,1,2,1,27,-2,1,2,1,1,2,0,18615,19659,15521,17474,16713,0,95,160,1414,2259,1874
req_004678,100000,1,1,2,23,0,0,0,0,0,0,5605,6745,4393,6320,8172,6094,1829,1770,3244,4056,6221,4293
req_004679,20000,2,2,1,26,1,0,0,0,0,-1,9320,11720,7736,12344,9400,9580,1000,9010,6039,6724,2511,7170
req_004680,40000,2,1,2,27,0,0,-2,-2,0,0,4351,3615,0,0,3636,2989,3818,1923,0,0,1075,1477
req_004681,180000,1,2,2,29,-1,-2,-1,-1,-1,-1,106404,0,91161,68314,84976,78337,54651,0,50929,60150,58531,21683
req_004682,140000,2,1,1,22,1,1,0,0,-1,-1,94771,132584,75285,91537,86787,111592,9284,8557,55937,47488,69361,50336
req_004683,450000,2,3,1,23,-1,-1,-1,-1,-1,-1,22978,26668,22901,19387,19589,26112,21012,9935,17788,3724,17563,14333
req_004684,130000,1,2,2,29,0,0,0,0,0,1,81454,83021,74140,80672,63686,59872,61384,63118,34339,43508,32094,12828
req_004685,50000,2,2,2,24,-1,-1,-2,0,0,0,25736,25369,0,26977,27226,22599,25311,15151,0,11400,23632,19625
req_004686,50000,2,1,1,28,0,0,-2,0,0,-2,1355,992,0,1363,1305,0,519,369,0,531,792,0
req_004687,60000,2,2,1,28,0,-1,-1,-1,-1,-2,28577,29121,38077,39464,25455,0,15047,20409,21964,5589,21495,0
req_004688,260000,2,2,1,27,0,1,0,0,-1,0,144592,116655,113430,128536,120329,152905,128987,824,65329,19264,42235,120241
req_004689,120000,2,4,2,27,-1,0,0,0,-1,-1,22401,23392,26471,21256,16934,19813,9684,14396,21274,19000,4006,11235
req_004690,70000,1,1,2,29,-2,2,2,-2,2,0,0,13577,10778,0,10238,13111,0,183,2012,0,102,9112
req_004691,30000,2,2,1,23,0,0,0,1,-2,1,13450,14617,11378,9868,0,11297,10288,5577,4438,1212,0,270
req_004692,140000,2,3,2,25,0,-2,1,-2,1,2,66102,0,65618,0,60560,59198,47334,0,9213,0,1383,12238
req_004693,130000,1,1,2,27,-1,-1,-1,-1,0,0,33456,23875,21892,23473,18463,26299,26749,21109,8416,17318,6149,15659
req_004694,310000,2,1,1,29,0,1,0,0,0,0,232845,195690,179614,188719,246580,200846,103186,8983,88943,98086,36321,135414
req_004695,30000,1,1,1,26,0,-2,-2,0,0,-1,6671,0,0,6590,4799,5131,6282,0,0,5950,3321,4479
req_004696,100000,2,2,2,29,-1,-1,0,0,-1,-1,29219,34634,35498,35121,26944,29338,21097,20936,27342,21185,24207,26615
req_004697,280000,2,3,1,27,0,-1,-1,0,0,0,233281,203785,246150,192803,154699,177955,50494,153814,163486,76092,80163,109486
req_004698,30000,2,3,1,28,0,0,1,0,1,1,7606,5530,6649,6560,6388,5714,3659,1251,613,600,915,98
req_004699,270000,2,1,1,25,-1,0,-1,-1,-1,-1,27594,25011,21383,20636,26210,17873,17961,7835,14605,11190,19032,12453
req_004700,90000,2,3,2,28,1,0,1,0,0,0,42656,28942,47450,48510,48243,35401,368,12013,4519,23572,10316,23558
req_004701,300000,2,3,2,24,-1,0,0,-1,-1,-1,180976,141020,188381,170539,133898,124263,58176,129099,45261,135895,105425,113455
req_004702,50000,2,2,1,29,0,0,0,0,0,0,6522,7815,5224,8214,7231,5108,5276,1797,1768,5921,3076,3225
req_004703,260000,2,1,1,29,0,-1,0,-2,-1,-1,88381,74530,73035,0,71417,56976,68707,50173,60055,0,38739,25804
req_004704,70000,2,1,1,23,0,0,0,0,0,0,11157,12053,8371,10561,11246,9501,9886,4617,2221,10400,5004,8962
req_004705,70000,2,3,2,23,0,0,0,0,0,-1,14505,11537,11635,11446,12400,13607,3663,1685,3460,4133,6252,6556
req_004706,120000,2,2,2,25,1,1,1,1,-2,2,56316,60096,60193,56475,0,49343,3721,984,3270,5853,0,5599
req_004707,50000,1,2,2,25,1,1,2,1,0,-2,18418,14857,14238,13249,12402,0,1581,2869,509,260,8424,0
req_004708,190000,1,2,1,29,1,0,0,1,0,0,82716,78884,86934,70711,64026,60996,22339,69484,49381,4453,17868,37707
req_004709,50000,1,2,2,29,0,-1,0,0,1,-2,27944,30521,27582,27722,27223,0,26639,23622,21351,24265,2600,0
req_004710,160000,2,2,1,25,1,1,0,-2,-2,-1,99040,86071,104929,0,0,95790,4506,7138,96465,0,0,62520
req_004711,70000,1,2,1,27,0,0,0,0,0,0,18391,22616,19691,22367,19145,19712,4921,18912,8283,16970,14297,10697
req_004712,110000,2,1,2,25,-1,0,0,-1,-1,0,35168,31574,32605,33663,28393,36829,14597,24762,18475,29585,18701,9996
req_004713,240000,2,1,1,25,0,0,1,3,1,1,78222,53907,44463,72675,66446,43296,49196,45802,19122,1443,17341,1749
req_004714,160000,2,2,1,27,0,0,0,2,2,2,73541,74939,100059,72178,68453,85150,58979,11577,79112,11292,4172,7849
req_004715,280000,2,1,1,24,0,-1,-1,-1,-1,-1,143085,135838,169900,140121,111722,157196,79416,124976,133016,13776,53603,120595
req_004716,40000,2,2,2,28,0,-2,0,2,2,2,24419,0,27020,20991,19556,20158,17682,0,18501,5687,1931,5141
req_004717,40000,2,2,2,29,0,0,0,0,0,0,1517,1666,1618,1622,1822,1637,464,1358,486,1367,488,743
req_004718,60000,2,2,2,25,-2,0,0,0,0,0,0,28394,25561,27818,25755,22962,0,24244,20575,25054,20344,17229
req_004719,90000,2,1,1,24,0,0,0,-2,0,-1,33283,33022,27337,0,21948,24138,22321,18029,8464,0,15001,3939
req_004720,230000,1,3,1,28,-1,-1,-2,0,0,0,5264,4762,0,4776,3787,3796,5210,1025,0,3936,1197,1503
req_004721,80000,2,3,1,25,0,0,0,-1,0,0,27360,17137,20627,18633,22379,18282,16295,14242,15960,9830,13742,12060
req_004722,30000,2,2,2,24,0,1,-2,1,0,1,8021,7963,0,8360,7968,7344,1150,916,0,167,4288,362
req_004723,70000,2,2,2,28,-2,1,1,1,0,-2,0,8059,7644,8145,9135,0,0,183,2298,1423,8292,0
req_004724,110000,2,3,2,29,0,-2,0,0,-2,1,4252,0,3233,2965,0,3941,3054,0,1597,1085,0,84
req_004725,20000,2,1,2,26,0,-1,0,0,0,1,1573,1887,1856,1943,2071,1796,727,1121,944,1014,1814,258
req_004726,110000,2,1,2,24,0,0,0,-1,-1,0,55056,69331,47485,72699,68686,56137,39148,60076,35113,48821,43108,7595
req_004727,80000,2,3,2,28,0,0,0,-2,0,0,64382,63968,48632,0,70100,47706,26764,35808,18308,0,9323,38990
req_004728,140000,2,3,2,27,0,-1,-1,0,0,1,24637,31048,25298,30688,21553,25817,16628,22986,24884,18654,8272,1957
req_004729,50000,2,2,2,27,0,0,0,-2,-2,-2,7676,6352,6963,0,0,0,6842,3775,3938,0,0,0
req_004730,170000,2,1,1,26,0,-1,0,0,0,0,44187,37148,33476,34703,33994,31428,34287,28376,29681,1129,9013,11142
req_004731,70000,1,2,2,24,-2,1,1,1,1,1,0,21976,21806,21394,24314,19819,0,2929,5699,1242,8,1739
req_004732,70000,2,2,2,27,1,0,0,-1,-1,0,23864,24086,21612,21789,26821,18522,1382,11272,12421,19046,22192,17209
req_004733,480000,2,1,2,29,1,2,-2,1,1,0,165673,166970,0,184841,207683,149344,19045,12539,0,594,488,24666
req_004734,320000,2,1,1,28,0,0,0,0,0,-1,141900,116673,136719,130914,110498,123032,118817,50707,123945,86783,64337,47853
req_004735,40000,2,3,1,26,1,-2,-2,2,-2,1,18868,0,0,13206,0,13460,1411,0,0,2463,0,913
req_004736,50000,2,1,2,28,0,1,1,3,1,-2,30788,33356,33192,31849,37975,0,23657,3158,3836,3165,6397,0
req_004737,130000,1,1,2,24,2,1,1,1,0,0,82318,94231,76058,65795,89187,79562,14719,12616,8398,4331,66738,49285
req_004738,60000,2,2,2,26,0,-2,0,-1,-1,-1,42588,0,38455,32645,40252,33545,6326,0,14235,18812,36287,29319
req_004739,80000,2,1,2,28,0,0,-1,-2,-1,-1,50743,44996,41160,0,50698,38001,19729,26041,18398,0,7790,21094
req_004740,280000,2,2,2,22,-1,-1,0,-1,0,0,103913,86032,81446,80772,67197,47761,54075,55152,13264,45880,36485,23182
req_004741,110000,1,1,1,26,0,-1,0,0,-1,-1,37363,52635,34476,47382,41779,28185,31402,40042,21673,37871,20579,19986
req_004742,20000,1,3,1,26,0,0,0,0,1,1,9480,7663,8501,7282,6149,7205,8899,3995,4030,2701,140,106
req_004743,120000,2,1,1,27,-1,-1,-1,-1,-1,-1,26462,23731,19188,24778,22811,20500,20772,23007,14369,20565,10585,9678
req_004744,50000,2,2,2,28,-2,-1,-1,0,0,0,0,31696,31050,35209,21598,31516,0,25061,23584,30901,13485,25019
req_004745,70000,2,1,1,25,0,0,0,0,0,1,19236,16310,17650,17323,16487,16932,9594,7594,10378,7588,8819,2320
req_004746,60000,2,1,1,25,0,1,0,0,-2,0,20702,22444,19077,16016,0,15735,16171,1639,15222,14295,0,14569
req_004747,100000,1,1,1,29,-1,0,-2,0,0,0,55171,40528,0,41741,40436,51528,5372,22898,0,37924,35056,36487
req_004748,80000,1,2,1,26,1,0,-2,1,1,2,71335,62947,0,44120,73626,49991,4920,22417,0,4891,18554,1725
req_004749,60000,1,1,1,26,-1,-1,0,-2,-1,0,7836,10741,8192,0,9783,9629,1126,5966,2588,0,7437,5667
req_004750,60000,2,2,2,23,-1,-1,-1,-2,-1,-1,11598,9672,8259,0,11048,7820,4363,5213,3721,0,6853,5488
req_004751,170000,2,2,1,26,0,0,1,-2,1,0,15246,23976,23223,0,19585,20989,7578,11118,1393,0,924,10516
req_004752,30000,1,3,2,22,-1,0,0,0,3,3,5052,4620,5780,4797,7121,3933,3225,2258,5744,1615,6,887
req_004753,130000,2,2,2,25,-1,-1,-1,0,-1,-1,111334,82726,90614,79016,88342,103690,39551,49348,73084,78207,10256,35636
req_004754,180000,2,1,2,28,0,0,0,-1,0,0,67087,79657,60359,81048,47944,66297,56799,57638,34429,23527,38332,35598
req_004755,30000,2,1,2,25,0,-2,0,0,0,0,7222,0,6329,5752,6466,7092,2713,0,4326,4913,5633,1816
req_004756,150000,2,2,1,29,0,0,0,1,0,0,87469,85659,94624,95284,79808,88099,12930,65369,88560,3937,61918,47804
req_004757,240000,1,2,2,28,-2,0,0,0,0,-2,0,29294,30616,26249,26211,0,0,21520,24666,9318,22624,0
req_004758,320000,2,2,1,26,0,-1,0,-1,-1,-1,295622,263574,189197,226312,192231,194675,149316,229504,125089,91806,151646,151313
req_004759,80000,1,1,1,27,0,2,3,2,1,0,15019,14176,20632,16148,16224,14858,9258,160,4883,567,635,12752
req_004760,120000,2,1,2,28,0,0,0,0,-1,-1,4651,3337,4953,4015,4198,5156,4216,2896,2539,3659,3395,3371
req_004761,230000,2,1,1,27,0,-2,-2,1,0,0,73992,0,0,64380,66127,68250,16194,0,0,16334,4161,42665
req_004762,40000,1,2,2,28,1,0,-2,0,-1,0,5208,4334,0,4079,3704,4333,58,2953,0,3118,3033,3581
req_004763,110000,2,3,1,29,0,-1,-1,-1,-1,-1,37226,39363,36606,31282,29711,32327,13691,27654,31795,13295,18876,18284
req_004764,180000,2,2,1,25,1,1,0,2,1,2,101126,102835,107138,77907,72131,100563,3481,14381,42057,4752,2630,416
req_004765,110000,2,2,1,28,0,-2,0,0,0,0,26583,0,41467,45149,33946,41391,18862,0,34094,24764,14334,10139
req_004766,210000,1,1,1,27,0,-1,0,0,0,0,23082,26518,23978,24104,27168,24839,12899,21058,16473,15610,11115,21305
req_004767,300000,2,2,2,29,1,1,0,0,-1,-1,237366,235631,208006,265115,236953,257149,13824,2554,70442,250667,84439,162480
req_004768,70000,2,2,2,23,1,1,1,0,1,2,54489,44294,52416,56110,53517,47209,1450,6272,14666,23076,2669,329
